index,Last level,GHG/Unit,GHG Conversion Factor
13243,Total emissions including non-Kyoto products,kg CO2e,2350.0
13244,Total emissions including non-Kyoto products,kg CO2e,2274.0
13245,Total emissions including non-Kyoto products,kg CO2e,2212.0
13246,Total emissions including non-Kyoto products,kg CO2e,1431.0
13247,Total emissions including non-Kyoto products,kg CO2e,1371.0
13248,Total emissions including non-Kyoto products,kg CO2e,2024.0
13249,Total emissions including non-Kyoto products,kg CO2e,3417.0
13250,Total emissions including non-Kyoto products,kg CO2e,15.3
13251,Total emissions including non-Kyoto products,kg CO2e,106.0
13252,Total emissions including non-Kyoto products,kg CO2e,40.0
13253,Total emissions including non-Kyoto products,kg CO2e,1.8
13254,Total emissions including non-Kyoto products,kg CO2e,0.64
13255,Total emissions including non-Kyoto products,kg CO2e,0.16
13256,Total emissions including non-Kyoto products,kg CO2e,0.55
13257,Total emissions including non-Kyoto products,kg CO2e,3076.0
13258,Total emissions including non-Kyoto products,kg CO2e,28.4
13259,Total emissions including non-Kyoto products,kg CO2e,1.35
13260,Total emissions including non-Kyoto products,kg CO2e,1.47
13261,Total emissions including non-Kyoto products,kg CO2e,1639.0
13262,Total emissions including non-Kyoto products,kg CO2e,2059.0
13263,Total emissions including non-Kyoto products,kg CO2e,1828.0
13264,Total emissions including non-Kyoto products,kg CO2e,156.0
13265,Total emissions including non-Kyoto products,kg CO2e,0.23
13266,Total emissions including non-Kyoto products,kg CO2e,1754.0
13267,Total emissions including non-Kyoto products,kg CO2e,1.0
13268,Total emissions including non-Kyoto products,kg CO2e,89.0
13269,Total emissions including non-Kyoto products,kg CO2e,118.0
13270,Total emissions including non-Kyoto products,kg CO2e,7564.0
13271,Total emissions including non-Kyoto products,kg CO2e,3870.0
13272,Total emissions including non-Kyoto products,kg CO2e,4786.0
13273,Total emissions including non-Kyoto products,kg CO2e,13299.0
13274,Total emissions including non-Kyoto products,kg CO2e,4299.0
13275,Total emissions including non-Kyoto products,kg CO2e,7956.0
13276,Total emissions including non-Kyoto products,kg CO2e,3857.0
13277,Total emissions including non-Kyoto products,kg CO2e,3985.0
13278,Total emissions including non-Kyoto products,kg CO2e,11607.0
13279,Total emissions including non-Kyoto products,kg CO2e,11698.0
13280,Total emissions including non-Kyoto products,kg CO2e,5758.0
13281,Total emissions including non-Kyoto products,kg CO2e,1.24
13282,Total emissions including non-Kyoto products,kg CO2e,7.0
13283,Total emissions including non-Kyoto products,kg CO2e,196.0
1330,Emissions including only Kyoto products,kg CO2e,
1331,Emissions including only Kyoto products,kg CO2e,
1332,Emissions including only Kyoto products,kg CO2e,
1333,Emissions including only Kyoto products,kg CO2e,
1334,Emissions including only Kyoto products,kg CO2e,
1335,Emissions including only Kyoto products,kg CO2e,
1336,Emissions including only Kyoto products,kg CO2e,
1337,Emissions including only Kyoto products,kg CO2e,
